"category","thresholdSensitivity","categoryType","feedExpirationDate","feedIsStale","numberOfFollowers","previousInterestRank"
"Osgood-Schlatter Disease",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Osteoarthritis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Osteochondritis Dissecans",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Osteodystrophy",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Osteoporosis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Otitis Externa",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Otitis Media",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Ovarian Cancer",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Ovarian Cysts",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Overactive Bladder",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Paget's Disease",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Palpitations",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pancreas Divisum",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pancreatic Cancer",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pancreatitis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Panic Disorder",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Parkinson's Disease",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Paroxysmal Atrial Tachycardia",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Patellofemoral Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pendred Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Penis Cancer",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Peptic Ulcer",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pericarditis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Peripheral Neuropathy",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Peripheral Vascular Disease",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pernicious Anemia",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pertussis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Phenylketonuria",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pheochromocytoma",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pick Disease",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pink Eye",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pinworm Infection",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pleurisy",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pneumococcal Vaccination",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pneumonia",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pneumothorax",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Poison Control Centers",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Poison Ivy",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Poland Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Polyarteritis Nodosa",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Polycystic Kidney Disease",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Polycystic Ovary",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Polymyalgia Rheumatica",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Polymyositis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Post-Polio Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Posttraumatic Stress Disorder",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pregnancy Drug Dangers",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pregnancy Induced Hypertension",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pregnancy Planning",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Premature Ventricular Contractions",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Premenstrual Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Primary Biliary Cirrhosis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Primary Sclerosing Cholangitis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Prolactinoma",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Prostate Cancer",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Prostatitis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pseudogout",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pseudotumor Cerebri",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pseudoxanthoma Elasticum",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Psoriasis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Psoriatic Arthritis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pulmonary Fibrosis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pulmonary Hypertension",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Pycnodysostosis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Rabies",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Ramsay Hunt Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Rash",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Raynaud's Phenomenon",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Reactive Arthritis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Rectal Bleeding",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Reflex Sympathetic Dystrophy Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Reflux Laryngitis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Relapsing Polychondritis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Renal Artery Stenosis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Respiratory Syncytial Virus",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Restless Leg Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Retinal Detachment",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Reye Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Rheumatoid Arthritis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Rhinoplasty",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Ringworm",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Rosacea",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Roseola",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Rotator Cuff",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Rotavirus",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Rothmund-Thomson Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"SAPHO Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Sarcoidosis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Scabies",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Schatzki Ring",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Schizophrenia",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Sciatica",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Scleroderma",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Scoliosis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Seasonal Affective Disorder (SAD)",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Seborrhea",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Seizure",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Sever Condition",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Severe Acute Respiratory Syndrome (SARS)",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Shin Splints",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Shingles",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Shoulder Bursitis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Sickle Cell",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Sinusitis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Sjogren's Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Skin Cancer",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Skin Tag",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Sleep",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Sleep Apnea",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Smoking",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Sore Throat",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Spina Bifida and Anencephaly",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Sporotrichosis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Staph Infection",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Steroid Withdrawal",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Still's Disease",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Stomach Cancer",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Strep Throat",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Stress",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Stroke",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Superior Vena Cava Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Swallowing",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Syphilis In Women",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Takayasu Disease",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Temporomandibular Joint  Disorder",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Testicular Cancer",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Tetanus",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Thalassemia Syndromes",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Thoracic Outlet Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Thrush",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Thyroid Cancer",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Thyroiditis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Tinea Versicolor",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Tinnitus",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Tourette Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Toxoplasmosis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Tremor",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Trichinosis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Tuberculosis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Turner Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Typhoid Fever",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Ulcerative Colitis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Urinary Incontinence",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Urine Infection",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Usher Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Uterine Cancer",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Uterine Fibroids",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Vaginitis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Varicose Veins",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Vasculitis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Ventricular Septal Defect",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Vestibular Balance Disorders",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Viral Hepatitis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Vitiligo",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Warts (Common Warts)",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Weber-Christian Disease",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Wegener's Granulomatosis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"West Nile Encephalitis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Wolff-Parkinson-White Syndrome",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Wrinkles",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Yaws",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Yeast Vaginitis",0.35,"Condition","2010-12-13T00:00:00",FALSE,0,1000
"Abacavir Sulfate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Abacavir Sulfate; Lamivudine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Acarbose",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Acebutolol Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Acetaminophen",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Acetazolamide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Acetazolamide Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Acetohexamide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Acetylcysteine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Acyclovir",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Acyclovir Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Adapalene",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Adenosine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Albuterol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Albuterol Sulfate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Albuterol Sulfate; Ipratropium Bromide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Alclometasone Dipropionate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Alendronate Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Alfuzosin Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Allopurinol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Allopurinol Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Almotriptan Malate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Alprazolam",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Alprostadil",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Amantadine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Amcinonide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Amifostine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Amikacin Sulfate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Amiloride Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Aminocaproic Acid",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Aminohippurate Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Aminophylline",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Amiodarone Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Amitriptyline Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Amlexanox",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Amlodipine Besylate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Amlodipine Besylate And Benazepril Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Amlodipine Besylate; Benazepril Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Amlodipine Maleate; Benazepril Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Amlodipine; Valsartan",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ammonium Chloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ammonium Lactate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Amoxapine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Amoxicillin",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Amphetamine Sulfate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Amphotericin B",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ampicillin Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Anagrelide Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Anastrozole",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Anisotropine Methylbromide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Apraclonidine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Argatroban",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Arsenic Trioxide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Atazanavir Sulfate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Atenolol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Atomoxetine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Atracurium Besylate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Atropine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Atropine Sulfate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Azathioprine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Azathioprine Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Azelastine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Azithromycin",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Aztreonam",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Bacitracin",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Baclofen",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Balsalazide Disodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Benazepril Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Benoxinate Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Benzonatate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Benzphetamine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Benzthiazide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Benztropine Mesylate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Benzyl Benzoate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Betamethasone Dipropionate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Betamethasone Sodium Phosphate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Betamethasone Valerate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Betaxolol Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Bethanechol Chloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Bicalutamide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Bimatoprost",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Bisoprolol Fumarate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Bleomycin Sulfate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Bretylium Tosylate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Brimonidine Tartrate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Brimonidine Tartrate; Timolol Maleate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Bromocriptine Mesylate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Brompheniramine Maleate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Budesonide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Bumetanide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Bupivacaine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Buprenorphine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Bupropion Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Buspirone Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Butabarbital Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Butorphanol Tartrate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Cabergoline",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Caffeine Citrate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Calcipotriene",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Calcitriol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Calcium Acetate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Calcium Gluceptate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Candesartan Cilexetil",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Captopril",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Carbachol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Carbamazepine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Carbidopa; Levodopa; Entacapone",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Carbinoxamine Maleate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Carboplatin",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Carisoprodol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Carteolol Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Carvedilol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Cefaclor",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Cefazolin Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Cefdinir",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Cefepime Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Cefotaxime Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Cefpiramide Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
