"classification","category","Categorization threshold sensitivity"
"classification","Allergies",0.35
"MedicineNet","Alzheimers",
"MedicineNet","Arthritis",
"MedicineNet","Asthma",
"MedicineNet","Cholesterol",
"MedicineNet","Chronic Pain",
"MedicineNet","Crohn's Disease",
"MedicineNet","Depression",
"MedicineNet","Diabetes",
"Diabetes Mine","Diabetes",
"Six Until Me","Diabetes",
"Diabetes Developments","Diabetes",
"Dr. Bill Quick's SharePosts","Diabetes",
"MedicineNet","Feet And Fitness",
"MedicineNet","Hearing",
"MedicineNet","Hepatitis C",
"MedicineNet","High Blood Pressure",
"MedicineNet","HIV",
"MedicineNet","Liver",
"MedicineNet","Lungs",
"MedicineNet","Menopause",
"MedicineNet","Migraine",
"MedicineNet","Osteoporosis",
"MedicineNet","Rheumatoid Arthritis",
"MedicineNet","Sleep Limitations",
"MedicineNet","Thyroid",
"MedicineNet","Urology",
"MedicineNet","Weight Management",
"MedicineNet","Abdominal Aortic Aneurysm",
"MedicineNet","Achalasia",
"MedicineNet","Achondroplasia",
"MedicineNet","Acne",
"MedicineNet","Actinic Keratosis",
"MedicineNet","Addison Disease",
"MedicineNet","Alcohol Abuse and Alcoholism",
"MedicineNet","Alkaptonuria",
"MedicineNet","Allergic Cascade",
"MedicineNet","Allergy",
"MedicineNet","Alopecia Areata",
"MedicineNet","Alpha 1 Antitrypsin Deficiency",
"MedicineNet","Alpha Thalassemia",
"MedicineNet","Alzheimer's Disease",
"MedicineNet","Amyloidosis",
"MedicineNet","Amyotrophic Lateral Sclerosis",
"MedicineNet","Anaphylaxis",
"MedicineNet","Anemia",
"MedicineNet","Angina",
"MedicineNet","Ankle Pain and Tendinitis",
"MedicineNet","Ankylosing Spondylitis",
"MedicineNet","Anorexia Nervosa",
"MedicineNet","Anthrax",
"MedicineNet","Antiemetics",
"MedicineNet","Antiphospholipid Syndrome",
"MedicineNet","Aortic Stenosis",
"MedicineNet","Appendicitis",
"MedicineNet","Arthritis",
"MedicineNet","Aseptic Necrosis",
"MedicineNet","Asthma",
"MedicineNet","Atopic Dermatitis",
"MedicineNet","Atrial Fibrillation",
"MedicineNet","Attention Deficit Hyperactivity Disorder (ADHD)",
"MedicineNet","Autism",
"MedicineNet","Bacterial Vaginosis",
"MedicineNet","Baker Cyst",
"MedicineNet","Barrett's Esophagus",
"MedicineNet","Behcet's Syndrome",
"MedicineNet","Benign Prostatic Hyperplasia",
"MedicineNet","Bernard-Soulier Disease",
"MedicineNet","Beta Thalassemia",
"MedicineNet","Biological Therapy",
"MedicineNet","Bipolar Disorder",
"MedicineNet","Bladder Cancer",
"MedicineNet","Boils",
"MedicineNet","Bone Cancer",
"MedicineNet","Botulism",
"MedicineNet","Brain Aneurysm",
"MedicineNet","Brain Tumor",
"MedicineNet","Branchial Cyst",
"MedicineNet","Breast Cancer",
"MedicineNet","Bruises",
"MedicineNet","Bulimia",
"MedicineNet","Bullous Pemphigoid",
"MedicineNet","Bunions",
"MedicineNet","Bursitis",
"MedicineNet","Canavan Disease",
"MedicineNet","Cancer",
"MedicineNet","Cancer Prevention",
"MedicineNet","Canker Sores",
"MedicineNet","Cataracts",
"MedicineNet","Cauliflower Ear",
"MedicineNet","Celiac Disease",
"MedicineNet","Cerebral Palsy",
"MedicineNet","Cervical Cancer",
"MedicineNet","Chalazion",
"MedicineNet","Cholesterol",
"MedicineNet","Chronic Fatigue Syndrome",
"MedicineNet","COPD",
"MedicineNet","Chronic Pain",
"MedicineNet","Chronic Rhinitis",
"MedicineNet","Churg-Strauss Syndrome",
"MedicineNet","Cirrhosis",
"MedicineNet","Claudication",
"MedicineNet","Cleidocranial Dysplasia",
"MedicineNet","Clostridium Difficile Colitis",
"MedicineNet","Coccydynia",
"MedicineNet","Colon Cancer",
"MedicineNet","Colon Cancer Screening",
"MedicineNet","Colon Polyps",
"MedicineNet","Congestive Heart Failure",
"MedicineNet","Connective Tissue Disease",
"MedicineNet","Corns",
"MedicineNet","Costochondritis and Tietze Syndrome",
"MedicineNet","Coxsackie Virus",
"MedicineNet","Creutzfeldt-Jakob Disease",
"MedicineNet","Crohn's Disease",
"MedicineNet","Cushing's Syndrome",
"MedicineNet","Cuts, Scrapes and Puncture Wounds",
"MedicineNet","Cystic Fibrosis",
"MedicineNet","Cystinuria",
"MedicineNet","De Quervain's Tenosynovitis",
"MedicineNet","Deafness",
"MedicineNet","Deep Vein Thrombosis",
"MedicineNet","Degenerative Disc",
"MedicineNet","Dementia",
"MedicineNet","Depression",
"MedicineNet","Diabetes Insipidus",
"MedicineNet","Diabetes",
"MedicineNet","Diabetes",
"MedicineNet","Diffuse Idiopathic Skeletal Hyperostosis",
"MedicineNet","Diverticulosis",
"MedicineNet","Down Syndrome",
"MedicineNet","Dupuytren Contracture",
"MedicineNet","Dyslexia",
"MedicineNet","Dyspepsia",
"MedicineNet","Dystonia",
"MedicineNet","Edema",
"MedicineNet","Ehlers-Danlos Syndrome",
"MedicineNet","Encephalitis and Meningitis",
"MedicineNet","Endocarditis",
"MedicineNet","Endometriosis",
"MedicineNet","Enteroinvasive E. Coli",
"MedicineNet","Eosinophilic Fasciitis",
"MedicineNet","Erythema Nodosum",
"MedicineNet","Esophageal Cancer",
"MedicineNet","Essential Mixed Cryoglobulinemia",
"MedicineNet","Eustachian Tube Problems",
"MedicineNet","Exercise and Activity",
"MedicineNet","Eye Allergy",
"MedicineNet","Fabry's Disease",
"MedicineNet","Fainting",
"MedicineNet","Fatty Liver",
"MedicineNet","Felty's Syndrome",
"MedicineNet","Fibrocystic Breast Condition",
"MedicineNet","Fibromyalgia",
"MedicineNet","Flu Vaccination",
"MedicineNet","Gallstones",
"MedicineNet","Ganglion",
"MedicineNet","Gardner Syndrome",
"MedicineNet","Gastroenteritis",
"MedicineNet","Gastroesophageal Reflux Disease (GERD)",
"MedicineNet","Gastroparesis",
"MedicineNet","Gaucher Disease",
"MedicineNet","Genetic Disease",
"MedicineNet","Herpes",
"MedicineNet","Herpes",
"MedicineNet","German Measles",
"MedicineNet","Giardia Lamblia",
"MedicineNet","Gilbert Syndrome",
"MedicineNet","Glaucoma",
"MedicineNet","Gonorrhea",
"MedicineNet","Gout",
"MedicineNet","Group B Strep",
"MedicineNet","Guillain-Barre Syndrome",
"MedicineNet","Gum Disease",
"MedicineNet","Hair Loss",
"MedicineNet","Hamstring Injury",
"MedicineNet","Hand-Foot-And-Mouth Syndrome",
"MedicineNet","Hay Fever",
"MedicineNet","Head Lice",
"MedicineNet","Headache",
"MedicineNet","Heart Attack",
"MedicineNet","Heat Cramps",
"MedicineNet","Heat Exhaustion",
"MedicineNet","Heat Stroke",
"MedicineNet","Heel Spurs",
"MedicineNet","Helicobacter Pylori",
"MedicineNet","Hemolytic Uremic Syndrome",
"MedicineNet","Hemorrhoids",
"MedicineNet","Henoch-Schonlein Purpura",
"MedicineNet","Hepatic Hemangioma",
"MedicineNet","Hepatitis B",
"MedicineNet","Hepatitis C",
"MedicineNet","Hepatitis Immunizations",
"MedicineNet","Hernia",
"MedicineNet","Herpes",
"MedicineNet","Hiatal Hernia",
"MedicineNet","High Blood Pressure",
"High Blood Pressure Blog","High Blood Pressure",
"MedicineNet","Hip Bursitis",
"MedicineNet","Hirschsprung Disease",
"MedicineNet","Hives",
"MedicineNet","Hoarseness",
"MedicineNet","Hodgkins Disease",
"MedicineNet","Depression",
"MedicineNet","Hormone Therapy",
"MedicineNet","HIV/AIDS",
"MedicineNet","Huntington Disease",
"MedicineNet","Hydrocephalus",
"MedicineNet","Hydronephrosis",
"MedicineNet","Hydroxyapatite",
"MedicineNet","Hyperkalemia",
"MedicineNet","Hypermobility Syndrome",
"MedicineNet","Hyperparathyroidism",
"MedicineNet","Hypersensitivity Pneumonitis",
"MedicineNet","Hyperthermia",
"MedicineNet","Hyperthyroidism",
"MedicineNet","Hypoglycemia",
"MedicineNet","Hypoparathyroidism",
"MedicineNet","Hypothyroidism",
"MedicineNet","ICU Psychosis",
"MedicineNet","Immunizations",
"MedicineNet","Impetigo",
"MedicineNet","Impotence (ED)",
"MedicineNet","Allergies",
"MedicineNet","Infectious Mononucleosis",
"MedicineNet","Inflammatory Bowel Disease",
"MedicineNet","Influenza",
"MedicineNet","Allergies",
,"Insect Sting Allergies",
"MedicineNet","Insulin Resistance",
"MedicineNet","Interstitial Cystitis",
"MedicineNet","Interstitial Pneumonia",
"MedicineNet","Intestinal Gas",
"MedicineNet","Intussusception",
"MedicineNet","Iron Overload",
"MedicineNet","Irritable Bowel Syndrome",
"MedicineNet","Jaundice",
"MedicineNet","Juvenile Arthritis",
"MedicineNet","Kawasaki Disease",
"MedicineNet","Keloid",
"MedicineNet","Kidney Cancer",
"MedicineNet","Kidney Failure",
"MedicineNet","Kidney Stone",
"MedicineNet","Klinefelter Syndrome",
"MedicineNet","Klippel-Trenaunay-Weber Syndrome",
"MedicineNet","Knee Bursitis",
"MedicineNet","Knee Pain",
"MedicineNet","Larynx Cancer",
"MedicineNet","Latex Allergy",
"MedicineNet","Legionnaire Disease and Pontiac Fever",
"MedicineNet","Leptospirosis",
"MedicineNet","Leukemia",
"MedicineNet","Lichen Planus",
"MedicineNet","Liver Cancer",
"MedicineNet","Low Back Pain",
"MedicineNet","Low Blood Pressure",
"MedicineNet","Lung Cancer",
"MedicineNet","Lungs Design And Purpose",
"MedicineNet","Lyme Disease",
"MedicineNet","Lymphocytic Colitis",
"MedicineNet","Macular Degeneration",
"MedicineNet","Malaria",
"MedicineNet","Marfan Syndrome",
"MedicineNet","Measles (Rubeola)",
"MedicineNet","Melanoma",
"MedicineNet","Melanosis Coli",
"MedicineNet","MELAS Syndrome",
"MedicineNet","Melioidosis",
"MedicineNet","Meniere Disease",
"MedicineNet","Meningococcemia",
"MedicineNet","Menopause",
"MedicineNet","Menstrual Cramps",
"MedicineNet","Meralgia Paresthetica",
"MedicineNet","Mesothelioma",
"MedicineNet","Microcephaly",
"MedicineNet","Microsporidiosis",
"MedicineNet","Migraine Headache",
"MedicineNet","Miscarriage",
"MedicineNet","Mitral Valve Prolapse",
"MedicineNet","Mixed Connective Tissue Disease",
"MedicineNet","Monkeypox",
"MedicineNet","Morton's Neuroma",
"MedicineNet","Multiple Myeloma",
"MedicineNet","Multiple Sclerosis",
"MedicineNet","Mumps",
"MedicineNet","Muscle Cramps",
"MedicineNet","Myasthenia Gravis",
"MedicineNet","Mycobacterium Marinum",
"MedicineNet","Myocarditis",
"MedicineNet","Narcolepsy",
"MedicineNet","Nasal Allergy Medications",
"MedicineNet","Neck Pain",
"MedicineNet","Neutropenia",
"MedicineNet","Hearing Loss",
"MedicineNet","Non-Hodgkins Lymphomas",
"MedicineNet","Nonsteroidal Anti-inflammatory Drugs and Ulcers",
"MedicineNet","Noonan Syndrome",
"MedicineNet","Norovirus Infection",
"MedicineNet","Obesity",
,"Weight Loss",
"MedicineNet","Oral Cancer",
"MedicineNet","Osgood-Schlatter Disease",
"MedicineNet","Osteoarthritis",
"MedicineNet","Osteochondritis Dissecans",
"MedicineNet","Osteodystrophy",
"MedicineNet","Osteoporosis",
"MedicineNet","Otitis Externa",
"MedicineNet","Otitis Media",
"MedicineNet","Ovarian Cancer",
"MedicineNet","Ovarian Cysts",
"MedicineNet","Overactive Bladder",
"MedicineNet","Pacemaker",
,"Defibrillator",
"MedicineNet","Paget's Disease",
"MedicineNet","Palpitations",
"MedicineNet","Pancreas Divisum",
"MedicineNet","Pancreatic Cancer",
"MedicineNet","Pancreatitis",
"MedicineNet","Panic Disorder",
"MedicineNet","Parkinson's Disease",
"MedicineNet","Paroxysmal Atrial Tachycardia",
"MedicineNet","Patellofemoral Syndrome",
"MedicineNet","Pendred Syndrome",
"MedicineNet","Penis Cancer",
"MedicineNet","Peptic Ulcer",
"MedicineNet","Pericarditis",
"MedicineNet","Peripheral Neuropathy",
"MedicineNet","Peripheral Vascular Disease",
"MedicineNet","Pernicious Anemia",
"MedicineNet","Pertussis",
"MedicineNet","Phenylketonuria",
"MedicineNet","Pheochromocytoma",
"MedicineNet","Pick Disease",
"MedicineNet","Pink Eye",
"MedicineNet","Pinworm Infection",
"MedicineNet","Pleurisy",
"MedicineNet","Pneumococcal Vaccination",
"MedicineNet","Pneumonia",
"MedicineNet","Pneumothorax",
"MedicineNet","Poison Control Centers",
"MedicineNet","Poison Ivy",
"MedicineNet","Poland Syndrome",
"MedicineNet","Polyarteritis Nodosa",
"MedicineNet","Polycystic Kidney Disease",
"MedicineNet","Polycystic Ovary",
"MedicineNet","Polymyalgia Rheumatica",
"MedicineNet","Polymyositis",
"MedicineNet","Post-Polio Syndrome",
"MedicineNet","Posttraumatic Stress Disorder",
"MedicineNet","Pregnancy Drug Dangers",
"MedicineNet","Pregnancy Induced Hypertension",
"MedicineNet","Pregnancy Planning",
"MedicineNet","Premature Ventricular Contractions",
"MedicineNet","Premenstrual Syndrome",
"MedicineNet","Primary Biliary Cirrhosis",
"MedicineNet","Primary Sclerosing Cholangitis",
"MedicineNet","Prolactinoma",
"MedicineNet","Prostate Cancer",
"MedicineNet","Prostatitis",
"MedicineNet","Pseudogout",
"MedicineNet","Pseudotumor Cerebri",
"MedicineNet","Pseudoxanthoma Elasticum",
"MedicineNet","Psoriasis",
"MedicineNet","Psoriatic Arthritis",
"MedicineNet","Pulmonary Fibrosis",
"MedicineNet","Pulmonary Hypertension",
"MedicineNet","Pycnodysostosis",
"MedicineNet","Quackery Arthritis",
"MedicineNet","Rabies",
"MedicineNet","Ramsay Hunt Syndrome",
"MedicineNet","Rash",
"MedicineNet","Raynaud's Phenomenon",
"MedicineNet","Reactive Arthritis",
"MedicineNet","Rectal Bleeding",
"MedicineNet","Reflex Sympathetic Dystrophy Syndrome",
"MedicineNet","Reflux Laryngitis",
"MedicineNet","Relapsing Polychondritis",
"MedicineNet","Renal Artery Stenosis",
"MedicineNet","Respiratory Syncytial Virus",
"MedicineNet","Restless Leg Syndrome",
"MedicineNet","Retinal Detachment",
"MedicineNet","Reye Syndrome",
"MedicineNet","Rheumatoid Arthritis",
"MedicineNet","Rhinoplasty",
"MedicineNet","Ringworm",
"MedicineNet","Rosacea",
"MedicineNet","Roseola",
"MedicineNet","Rotator Cuff",
"MedicineNet","Rotavirus",
"MedicineNet","Rothmund-Thomson Syndrome",
"MedicineNet","SAPHO Syndrome",
"MedicineNet","Sarcoidosis",
"MedicineNet","Scabies",
"MedicineNet","Schatzki Ring",
"MedicineNet","Schizophrenia",
"MedicineNet","Sciatica",
"MedicineNet","Scleroderma",
"MedicineNet","Scoliosis",
"MedicineNet","Seasonal Affective Disorder (SAD)",
"MedicineNet","Seborrhea",
"MedicineNet","Seizure",
"MedicineNet","Sever Condition",
"MedicineNet","Severe Acute Respiratory Syndrome (SARS)",
"MedicineNet","Shin Splints",
"MedicineNet","Shingles",
"MedicineNet","Shoulder Bursitis",
"MedicineNet","Sickle Cell",
"MedicineNet","Sinusitis",
"MedicineNet","Sjogren's Syndrome",
"MedicineNet","Skin Cancer",
"MedicineNet","Skin Tag",
"MedicineNet","Sleep",
"MedicineNet","Sleep Apnea",
"MedicineNet","Smoking",
"MedicineNet","Sore Throat",
"MedicineNet","Spina Bifida and Anencephaly",
"MedicineNet","Sporotrichosis",
"MedicineNet","Staph Infection",
"MedicineNet","Steroid Withdrawal",
"MedicineNet","Still's Disease",
"MedicineNet","Stomach Cancer",
"MedicineNet","Strep Throat",
"MedicineNet","Stress",
"MedicineNet","Stroke",
"MedicineNet","Superior Vena Cava Syndrome",
"MedicineNet","Swallowing",
"MedicineNet","Syphilis In Women",
"MedicineNet","Systemic Lupus",
"MedicineNet","Takayasu Disease",
"MedicineNet","Temporomandibular Joint  Disorder",
"MedicineNet","Testicular Cancer",
"MedicineNet","Tetanus",
"MedicineNet","Thalassemia Syndromes",
"MedicineNet","Thoracic Outlet Syndrome",
"MedicineNet","Thrush",
"MedicineNet","Thyroid Cancer",
"MedicineNet","Thyroiditis",
"MedicineNet","Tinea Versicolor",
"MedicineNet","Tinnitus",
"MedicineNet","Tourette Syndrome",
"MedicineNet","Toxoplasmosis",
"MedicineNet","Tremor",
"MedicineNet","Trichinosis",
"MedicineNet","Tuberculosis",
"MedicineNet","Turner Syndrome",
"MedicineNet","Typhoid Fever",
"MedicineNet","Ulcerative Colitis",
"MedicineNet","Urinary Incontinence",
"MedicineNet","Urine Infection",
"MedicineNet","Usher Syndrome",
"MedicineNet","Uterine Cancer",
"MedicineNet","Uterine Fibroids",
"MedicineNet","Vaginitis",
"MedicineNet","Varicose Veins",
"MedicineNet","Vasculitis",
"MedicineNet","Ventricular Septal Defect",
"MedicineNet","Vestibular Balance Disorders",
"MedicineNet","Viral Hepatitis",
"MedicineNet","Vitiligo",
"MedicineNet","Warts (Common Warts)",
"MedicineNet","Weber-Christian Disease",
"MedicineNet","Wegener's Granulomatosis",
"MedicineNet","West Nile Encephalitis",
"MedicineNet","Wolff-Parkinson-White Syndrome",
"MedicineNet","Wrinkles",
"MedicineNet","Yaws",
"MedicineNet","Yeast Vaginitis",
"MedicineNet","abacavir",
"MedicineNet","abacavir, lamivudine, zidovudine",
"MedicineNet","acarbose",
"MedicineNet","ACE Inhibitors",
"MedicineNet","acebutolol",
"MedicineNet","acetaminophen",
"MedicineNet","acetylsalicylic acid",
"MedicineNet","acyclovir",
"MedicineNet","adalimumab",
"MedicineNet","adapalene",
"MedicineNet","albuterol",
"MedicineNet","albuterol and ipratropium inhaler",
"MedicineNet","aldesleukin",
"MedicineNet","alefacept",
"MedicineNet","alendronate",
"MedicineNet","allopurinol",
"MedicineNet","alosetron",
"MedicineNet","alprazolam",
"MedicineNet","alteplase",
"MedicineNet","altretamine",
"MedicineNet","amantadine",
"MedicineNet","amiodarone",
"MedicineNet","amitriptyline",
"MedicineNet","amlodipine",
"MedicineNet","amlodipine and benazepril",
"MedicineNet","amoxicillin",
"MedicineNet","amoxicillin and clavulanic acid",
"MedicineNet","amphetamine and dextroamphetamine",
"MedicineNet","ampicillin",
"MedicineNet","amprenavir",
"MedicineNet","anakinra",
"MedicineNet","Analgesics, Antipyretics",
"MedicineNet","Angiotensin II Receptor Blockers",
"MedicineNet","aripiprazole",
"MedicineNet","astemizole",
"MedicineNet","atazanavir",
"MedicineNet","atenolol",
"MedicineNet","atenolol and chlorthalidone",
"MedicineNet","atomoxetine",
"MedicineNet","atorvastatin",
"MedicineNet","attapulgite",
